,Day,Major depressive disorder: (Israel),Anxiety: (Israel),Loneliness: (Israel),Sadness: (Israel),Panic attack: (Israel),Suicide: (Israel),Post-traumatic stress disorder: (Israel),Psychological trauma: (Israel),Bipolar disorder: (Israel),Psychologist: (Israel),Psychiatrist: (Israel),Clonazepam: (Israel),Escitalopram: (Israel),Antidepressant: (Israel),average_info_search_rate,average_help_search_rate,average_total_search_rate,multiplier,month,season,is_weekend,is_jewish_holiday,is_national_memorial_day,is_quarantine,is_after_oct_7
69,2020-09-08,0.0,54.193548387096776,0.0,54.193548387096776,0.0,90.96774193548387,0.0,0.0,0.0,60.96774193548387,31.935483870967744,27.096774193548388,26.129032258064516,0.0,22.150537634408604,29.225806451612904,24.677419354838715,0.967741935483871,9,fall,False,False,False,False,False
70,2020-09-09,0.0,71.61290322580645,0.0,38.70967741935484,0.0,66.7741935483871,0.0,15.483870967741936,0.0,67.74193548387098,30.967741935483872,0.0,34.83870967741936,0.0,21.39784946236559,26.70967741935484,23.294930875576036,0.967741935483871,9,fall,False,False,False,False,False
71,2020-09-10,34.83870967741936,53.225806451612904,0.0,34.83870967741936,0.0,40.645161290322584,15.483870967741936,16.451612903225808,21.29032258064516,74.51612903225806,0.0,0.0,0.0,0.0,24.086021505376344,14.903225806451612,20.806451612903228,0.967741935483871,9,fall,False,False,False,False,False
72,2020-09-11,44.516129032258064,65.80645161290323,0.0,47.41935483870968,0.0,41.612903225806456,0.0,17.41935483870968,0.0,30.0,0.0,0.0,42.58064516129032,0.0,24.086021505376348,14.516129032258064,20.66820276497696,0.967741935483871,9,fall,True,False,False,False,False
73,2020-09-12,52.25806451612903,85.16129032258064,0.0,27.096774193548388,0.0,44.516129032258064,0.0,0.0,19.35483870967742,49.35483870967742,0.0,0.0,39.67741935483871,0.0,25.3763440860215,17.806451612903224,22.672811059907833,0.967741935483871,9,fall,True,False,False,False,False
74,2020-09-13,26.129032258064516,44.516129032258064,0.0,35.806451612903224,0.0,30.0,0.0,0.0,0.0,61.935483870967744,30.0,21.29032258064516,29.032258064516128,0.0,15.161290322580644,28.451612903225804,19.907834101382488,0.967741935483871,9,fall,False,False,False,False,False
75,2020-09-14,34.83870967741936,59.03225806451613,0.0,36.774193548387096,0.0,24.193548387096776,0.0,0.0,0.0,57.09677419354839,0.0,0.0,36.774193548387096,0.0,17.204301075268816,18.774193548387096,17.764976958525345,0.967741935483871,9,fall,False,False,False,False,False
76,2020-09-15,28.06451612903226,60.96774193548387,0.0,36.774193548387096,0.0,25.161290322580648,0.0,0.0,0.0,71.61290322580645,26.129032258064516,0.0,22.258064516129032,0.0,16.774193548387096,24.0,19.354838709677416,0.967741935483871,9,fall,False,False,False,False,False
77,2020-09-16,0.0,41.612903225806456,0.0,36.774193548387096,0.0,23.225806451612904,0.0,0.0,0.0,63.87096774193549,0.0,0.0,26.129032258064516,0.0,11.290322580645162,18.0,13.68663594470046,0.967741935483871,9,fall,False,False,False,False,False
78,2020-09-17,30.967741935483872,40.645161290322584,0.0,50.322580645161295,0.0,31.935483870967744,0.0,0.0,0.0,31.935483870967744,0.0,24.193548387096776,0.0,0.0,17.096774193548388,11.225806451612904,15.0,0.967741935483871,9,fall,False,False,False,False,False
79,2020-09-18,32.903225806451616,57.09677419354839,0.0,50.322580645161295,0.0,26.129032258064516,0.0,0.0,0.0,37.74193548387097,0.0,0.0,0.0,0.0,18.494623655913976,7.548387096774194,14.585253456221198,0.967741935483871,9,fall,True,False,False,True,False
80,2020-09-19,31.935483870967744,59.03225806451613,0.0,56.12903225806452,0.0,22.258064516129032,0.0,0.0,0.0,57.09677419354839,0.0,0.0,0.0,0.0,18.817204301075268,11.419354838709678,16.17511520737327,0.967741935483871,9,fall,True,True,False,True,False
81,2020-09-20,47.41935483870968,96.7741935483871,29.032258064516128,60.0,28.06451612903226,21.29032258064516,0.0,0.0,0.0,44.516129032258064,0.0,0.0,0.0,0.0,31.397849462365595,8.903225806451612,23.36405529953917,0.967741935483871,9,fall,False,True,False,True,False
82,2020-09-21,22.258064516129032,49.35483870967742,20.322580645161292,56.12903225806452,0.0,32.903225806451616,0.0,0.0,0.0,70.64516129032258,20.322580645161292,0.0,28.06451612903226,0.0,20.107526881720432,23.806451612903224,21.428571428571427,0.967741935483871,9,fall,False,False,False,True,False
83,2020-09-22,30.0,59.03225806451613,0.0,51.29032258064516,0.0,22.258064516129032,0.0,15.483870967741936,0.0,73.54838709677419,33.87096774193549,0.0,22.258064516129032,0.0,19.78494623655914,25.935483870967744,21.981566820276498,0.967741935483871,9,fall,False,False,False,True,False
84,2020-09-23,31.935483870967744,48.38709677419355,0.0,48.38709677419355,0.0,27.096774193548388,21.29032258064516,15.483870967741936,23.225806451612904,44.516129032258064,0.0,0.0,24.193548387096776,0.0,23.978494623655912,13.74193548387097,20.32258064516129,0.967741935483871,9,fall,False,False,False,True,False
85,2020-09-24,34.83870967741936,62.903225806451616,0.0,43.54838709677419,0.0,15.483870967741936,0.0,13.548387096774194,14.516129032258064,65.80645161290323,0.0,0.0,28.06451612903226,0.0,20.537634408602155,18.774193548387096,19.90783410138249,0.967741935483871,9,fall,False,False,False,True,False
86,2020-09-25,28.06451612903226,35.806451612903224,0.0,57.09677419354839,0.0,37.74193548387097,0.0,28.06451612903226,0.0,67.74193548387098,0.0,0.0,0.0,0.0,20.752688172043012,13.548387096774196,18.17972350230415,0.967741935483871,9,fall,True,False,False,True,False
87,2020-09-26,46.45161290322581,64.83870967741936,0.0,57.09677419354839,0.0,19.35483870967742,0.0,0.0,0.0,47.41935483870968,0.0,0.0,0.0,0.0,20.86021505376344,9.483870967741936,16.797235023041477,0.967741935483871,9,fall,True,False,False,True,False
88,2020-09-27,35.806451612903224,50.322580645161295,0.0,33.87096774193549,0.0,24.193548387096776,0.0,0.0,0.0,31.935483870967744,0.0,0.0,46.45161290322581,0.0,16.021505376344084,15.67741935483871,15.898617511520737,0.967741935483871,9,fall,False,False,False,True,False
89,2020-09-28,47.41935483870968,50.322580645161295,0.0,46.45161290322581,0.0,26.129032258064516,0.0,0.0,0.0,47.41935483870968,0.0,0.0,0.0,0.0,18.924731182795696,9.483870967741936,15.55299539170507,0.967741935483871,9,fall,False,True,False,True,False
90,2020-09-29,25.161290322580648,65.80645161290323,24.193548387096776,51.29032258064516,0.0,32.903225806451616,13.548387096774194,0.0,0.0,63.87096774193549,0.0,0.0,32.903225806451616,0.0,23.655913978494624,19.35483870967742,22.11981566820276,0.967741935483871,9,fall,False,False,False,True,False
91,2020-09-30,44.516129032258064,53.225806451612904,0.0,30.0,0.0,16.451612903225808,0.0,0.0,0.0,52.25806451612903,28.06451612903226,0.0,28.06451612903226,0.0,16.021505376344084,21.67741935483871,18.04147465437788,0.967741935483871,9,fall,False,False,False,True,False
92,2020-10-01,50.322580645161295,47.41935483870968,0.0,49.35483870967742,0.0,0.0,0.0,0.0,0.0,58.064516129032256,36.774193548387096,26.129032258064516,33.87096774193549,0.0,16.34408602150538,30.967741935483872,21.5668202764977,0.967741935483871,10,fall,False,False,False,True,False
93,2020-10-02,45.483870967741936,55.16129032258065,0.0,41.612903225806456,0.0,19.35483870967742,0.0,0.0,0.0,41.612903225806456,0.0,0.0,0.0,0.0,17.956989247311828,8.322580645161292,14.516129032258066,0.967741935483871,10,fall,True,False,False,True,False
94,2020-10-03,0.0,45.483870967741936,0.0,58.064516129032256,0.0,31.935483870967744,0.0,0.0,0.0,42.58064516129032,0.0,0.0,33.87096774193549,0.0,15.053763440860216,15.290322580645162,15.138248847926267,0.967741935483871,10,fall,True,True,False,True,False
95,2020-10-04,52.25806451612903,37.74193548387097,0.0,26.129032258064516,0.0,19.35483870967742,0.0,0.0,0.0,59.03225806451613,0.0,0.0,34.83870967741936,0.0,15.053763440860214,18.774193548387096,16.382488479262673,0.967741935483871,10,fall,False,False,False,True,False
96,2020-10-05,33.87096774193549,43.54838709677419,0.0,37.74193548387097,0.0,19.35483870967742,0.0,0.0,0.0,60.96774193548387,0.0,0.0,36.774193548387096,0.0,14.946236559139784,19.548387096774196,16.589861751152075,0.967741935483871,10,fall,False,False,False,True,False
97,2020-10-06,44.516129032258064,49.35483870967742,25.161290322580648,53.225806451612904,0.0,21.29032258064516,0.0,0.0,0.0,62.903225806451616,0.0,23.225806451612904,30.0,0.0,21.50537634408602,23.225806451612904,22.119815668202765,0.967741935483871,10,fall,False,False,False,True,False
98,2020-10-07,43.54838709677419,55.16129032258065,0.0,59.03225806451613,30.0,32.903225806451616,16.451612903225808,0.0,0.0,78.38709677419355,0.0,0.0,28.06451612903226,0.0,26.34408602150538,21.29032258064516,24.539170506912445,0.967741935483871,10,fall,False,False,False,True,False
99,2020-10-08,46.45161290322581,79.35483870967742,0.0,29.032258064516128,0.0,27.096774193548388,0.0,0.0,0.0,69.67741935483872,0.0,0.0,33.87096774193549,0.0,20.21505376344086,20.70967741935484,20.391705069124423,0.967741935483871,10,fall,False,False,False,True,False
100,2020-10-09,0.0,53.225806451612904,0.0,55.16129032258065,0.0,39.67741935483871,0.0,0.0,0.0,84.19354838709678,0.0,0.0,0.0,0.0,16.451612903225808,16.838709677419356,16.589861751152075,0.967741935483871,10,fall,True,False,False,True,False
101,2020-10-10,57.09677419354839,68.70967741935485,0.0,40.645161290322584,0.0,28.06451612903226,0.0,0.0,0.0,49.35483870967742,0.0,0.0,33.87096774193549,0.0,21.612903225806452,16.645161290322584,19.838709677419356,0.967741935483871,10,fall,True,False,False,True,False
102,2020-10-11,51.29032258064516,53.225806451612904,0.0,66.7741935483871,0.0,33.87096774193549,0.0,0.0,19.35483870967742,71.61290322580645,0.0,0.0,32.903225806451616,0.0,24.946236559139788,20.903225806451612,23.502304147465434,0.967741935483871,10,fall,False,False,False,True,False
103,2020-10-12,33.87096774193549,53.225806451612904,0.0,43.54838709677419,0.0,17.41935483870968,0.0,0.0,17.41935483870968,63.87096774193549,36.774193548387096,0.0,27.096774193548388,0.0,18.38709677419355,25.548387096774196,20.944700460829495,0.967741935483871,10,fall,False,False,False,True,False
104,2020-10-13,23.225806451612904,60.96774193548387,0.0,34.83870967741936,0.0,30.967741935483872,0.0,0.0,0.0,65.80645161290323,0.0,0.0,32.903225806451616,0.0,16.666666666666668,19.741935483870968,17.764976958525345,0.967741935483871,10,fall,False,False,False,True,False
105,2020-10-14,28.06451612903226,47.41935483870968,0.0,0.0,0.0,20.322580645161292,0.0,0.0,0.0,66.7741935483871,0.0,0.0,52.25806451612903,0.0,10.645161290322582,23.806451612903224,15.345622119815669,0.967741935483871,10,fall,False,False,False,True,False
106,2020-10-15,40.645161290322584,40.645161290322584,0.0,47.41935483870968,0.0,26.129032258064516,0.0,25.161290322580648,0.0,45.483870967741936,25.161290322580648,0.0,34.83870967741936,0.0,20.0,21.09677419354839,20.391705069124423,0.967741935483871,10,fall,False,False,False,True,False
107,2020-10-16,34.83870967741936,56.12903225806452,0.0,46.45161290322581,0.0,26.129032258064516,0.0,0.0,0.0,57.09677419354839,0.0,0.0,0.0,0.0,18.172043010752688,11.419354838709678,15.760368663594472,0.967741935483871,10,fall,True,False,False,True,False
108,2020-10-17,40.645161290322584,57.09677419354839,0.0,57.09677419354839,0.0,19.35483870967742,0.0,0.0,0.0,58.064516129032256,0.0,0.0,43.54838709677419,0.0,19.35483870967742,20.32258064516129,19.70046082949309,0.967741935483871,10,fall,True,False,False,True,False
109,2020-10-18,32.903225806451616,70.64516129032258,0.0,42.58064516129032,0.0,24.193548387096776,0.0,0.0,17.41935483870968,71.61290322580645,0.0,0.0,29.032258064516128,0.0,20.86021505376344,20.129032258064516,20.599078341013826,0.967741935483871,10,fall,False,False,False,False,False
110,2020-10-19,30.0,74.51612903225806,0.0,48.38709677419355,0.0,14.516129032258064,0.0,0.0,0.0,95.80645161290323,30.0,0.0,0.0,0.0,18.60215053763441,25.161290322580648,20.944700460829495,0.967741935483871,10,fall,False,False,False,False,False
111,2020-10-20,40.645161290322584,51.29032258064516,0.0,35.806451612903224,0.0,29.032258064516128,0.0,0.0,14.516129032258064,56.12903225806452,34.83870967741936,0.0,0.0,0.0,19.03225806451613,18.193548387096776,18.732718894009217,0.967741935483871,10,fall,False,False,False,False,False
112,2020-10-21,0.0,63.87096774193549,0.0,39.67741935483871,0.0,49.35483870967742,0.0,0.0,0.0,79.35483870967742,35.806451612903224,0.0,0.0,0.0,16.98924731182796,23.032258064516128,19.14746543778802,0.967741935483871,10,fall,False,False,False,False,False
113,2020-10-22,50.322580645161295,54.193548387096776,0.0,83.22580645161291,0.0,27.096774193548388,0.0,0.0,0.0,75.48387096774194,34.83870967741936,0.0,29.032258064516128,31.935483870967744,23.870967741935484,34.25806451612904,27.580645161290317,0.967741935483871,10,fall,False,False,False,False,False
114,2020-10-23,47.41935483870968,53.225806451612904,0.0,41.612903225806456,0.0,42.58064516129032,0.0,0.0,0.0,63.87096774193549,0.0,30.967741935483872,0.0,0.0,20.537634408602155,18.967741935483872,19.976958525345626,0.967741935483871,10,fall,True,False,False,False,False
115,2020-10-24,30.967741935483872,66.7741935483871,0.0,54.193548387096776,0.0,28.06451612903226,0.0,0.0,18.387096774193548,47.41935483870968,0.0,0.0,45.483870967741936,0.0,22.043010752688172,18.580645161290324,20.806451612903228,0.967741935483871,10,fall,True,False,False,False,False
116,2020-10-25,52.25806451612903,47.41935483870968,0.0,35.806451612903224,0.0,29.032258064516128,0.0,0.0,0.0,53.225806451612904,40.645161290322584,0.0,30.0,0.0,18.27956989247312,24.774193548387096,20.599078341013826,0.967741935483871,10,fall,False,False,False,False,False
117,2020-10-26,37.74193548387097,72.58064516129032,0.0,34.83870967741936,0.0,35.806451612903224,0.0,0.0,0.0,50.322580645161295,26.129032258064516,29.032258064516128,23.225806451612904,0.0,20.107526881720432,25.741935483870968,22.11981566820277,0.967741935483871,10,fall,False,False,False,False,False
118,2020-10-27,47.41935483870968,66.7741935483871,0.0,27.096774193548388,0.0,30.967741935483872,17.41935483870968,0.0,0.0,85.16129032258064,0.0,23.225806451612904,35.806451612903224,0.0,21.075268817204304,28.838709677419352,23.84792626728111,0.967741935483871,10,fall,False,False,False,False,False
119,2020-10-28,28.06451612903226,49.35483870967742,0.0,42.58064516129032,0.0,30.967741935483872,0.0,15.483870967741936,0.0,64.83870967741936,0.0,0.0,0.0,0.0,18.494623655913976,12.967741935483872,16.52073732718894,0.967741935483871,10,fall,False,False,False,False,False
120,2020-10-29,24.193548387096776,49.35483870967742,0.0,38.70967741935484,0.0,25.161290322580648,0.0,0.0,15.483870967741936,54.193548387096776,24.193548387096776,0.0,28.06451612903226,0.0,16.98924731182796,21.29032258064516,18.52534562211982,0.967741935483871,10,fall,False,False,False,False,False
121,2020-10-30,39.67741935483871,60.0,0.0,54.193548387096776,0.0,21.29032258064516,0.0,0.0,0.0,64.83870967741936,0.0,0.0,35.806451612903224,0.0,19.462365591397848,20.12903225806452,19.70046082949309,0.967741935483871,10,fall,True,False,False,False,False
122,2020-10-31,38.70967741935484,75.48387096774194,0.0,51.29032258064516,0.0,0.0,0.0,0.0,0.0,45.483870967741936,0.0,0.0,30.0,0.0,18.387096774193548,15.096774193548388,17.211981566820274,0.967741935483871,10,fall,True,False,False,False,False
123,2020-11-01,27.096774193548388,73.54838709677419,0.0,29.032258064516128,0.0,31.935483870967744,0.0,0.0,0.0,43.54838709677419,37.74193548387097,0.0,44.516129032258064,0.0,17.956989247311828,25.161290322580644,20.529953917050694,0.967741935483871,11,fall,False,False,False,False,False
124,2020-11-02,51.29032258064516,41.612903225806456,0.0,0.0,0.0,27.096774193548388,0.0,0.0,14.516129032258064,60.96774193548387,36.774193548387096,0.0,36.774193548387096,0.0,14.946236559139784,26.903225806451616,19.21658986175115,0.967741935483871,11,fall,False,False,False,False,False
125,2020-11-03,26.129032258064516,48.38709677419355,0.0,43.54838709677419,0.0,30.0,0.0,0.0,14.516129032258064,60.0,34.83870967741936,0.0,33.87096774193549,0.0,18.064516129032256,25.741935483870968,20.806451612903224,0.967741935483871,11,fall,False,False,False,False,False
126,2020-11-04,37.74193548387097,46.45161290322581,0.0,37.74193548387097,0.0,0.0,0.0,0.0,0.0,60.0,22.258064516129032,0.0,0.0,0.0,13.548387096774194,16.451612903225804,14.585253456221198,0.967741935483871,11,fall,False,False,False,False,False
127,2020-11-05,35.806451612903224,37.74193548387097,0.0,35.806451612903224,24.193548387096776,31.935483870967744,0.0,0.0,0.0,72.58064516129032,23.225806451612904,0.0,0.0,0.0,18.387096774193548,19.161290322580648,18.663594470046085,0.967741935483871,11,fall,False,False,False,False,False
128,2020-11-06,36.774193548387096,54.193548387096776,0.0,61.935483870967744,0.0,51.29032258064516,0.0,0.0,0.0,55.16129032258065,0.0,0.0,31.935483870967744,0.0,22.688172043010752,17.419354838709676,20.806451612903228,0.967741935483871,11,fall,True,False,False,False,False
129,2020-11-07,49.35483870967742,60.96774193548387,0.0,58.064516129032256,0.0,28.06451612903226,0.0,0.0,19.35483870967742,42.58064516129032,0.0,0.0,39.67741935483871,0.0,23.978494623655912,16.451612903225804,21.29032258064516,0.967741935483871,11,fall,True,False,False,False,False
130,2020-11-08,45.483870967741936,63.87096774193549,25.161290322580648,41.612903225806456,0.0,25.161290322580648,0.0,0.0,0.0,90.0,30.967741935483872,0.0,0.0,0.0,22.365591397849464,24.193548387096776,23.018433179723502,0.967741935483871,11,fall,False,False,False,False,False
131,2020-11-09,36.774193548387096,47.41935483870968,0.0,40.645161290322584,0.0,30.0,0.0,0.0,0.0,66.7741935483871,31.935483870967744,0.0,0.0,0.0,17.204301075268816,19.741935483870968,18.110599078341014,0.967741935483871,11,fall,False,False,False,False,False
132,2020-11-10,25.161290322580648,62.903225806451616,0.0,45.483870967741936,23.225806451612904,24.193548387096776,0.0,0.0,0.0,57.09677419354839,37.74193548387097,0.0,33.87096774193549,0.0,20.107526881720432,25.741935483870968,22.119815668202765,0.967741935483871,11,fall,False,False,False,False,False
133,2020-11-11,38.70967741935484,33.87096774193549,0.0,50.322580645161295,0.0,17.41935483870968,20.322580645161292,0.0,17.41935483870968,51.29032258064516,37.74193548387097,0.0,0.0,0.0,19.78494623655914,17.806451612903224,19.078341013824883,0.967741935483871,11,fall,False,False,False,False,False
134,2020-11-12,28.06451612903226,57.09677419354839,0.0,38.70967741935484,0.0,46.45161290322581,0.0,18.387096774193548,17.41935483870968,54.193548387096776,26.129032258064516,0.0,0.0,0.0,22.903225806451612,16.06451612903226,20.460829493087555,0.967741935483871,11,fall,False,False,False,False,False
135,2020-11-13,0.0,58.064516129032256,0.0,44.516129032258064,0.0,42.58064516129032,0.0,0.0,0.0,60.96774193548387,0.0,0.0,0.0,0.0,16.129032258064516,12.193548387096774,14.723502304147464,0.967741935483871,11,fall,True,False,False,False,False
136,2020-11-14,40.645161290322584,60.0,0.0,0.0,0.0,35.806451612903224,0.0,0.0,0.0,49.35483870967742,0.0,37.74193548387097,37.74193548387097,0.0,15.161290322580648,24.967741935483872,18.663594470046085,0.967741935483871,11,fall,True,False,False,False,False
137,2020-11-15,50.322580645161295,58.064516129032256,0.0,34.83870967741936,0.0,20.322580645161292,0.0,0.0,0.0,82.25806451612904,38.70967741935484,0.0,0.0,0.0,18.172043010752688,24.193548387096776,20.32258064516129,0.967741935483871,11,fall,False,False,False,False,False
138,2020-11-16,41.612903225806456,59.03225806451613,0.0,31.935483870967744,0.0,19.35483870967742,0.0,0.0,0.0,84.19354838709678,26.129032258064516,0.0,27.096774193548388,0.0,16.881720430107528,27.48387096774194,20.66820276497696,0.967741935483871,11,fall,False,False,False,False,False
139,2020-11-17,0.0,67.74193548387098,0.0,43.54838709677419,0.0,27.096774193548388,0.0,0.0,0.0,57.09677419354839,32.903225806451616,0.0,25.161290322580648,0.0,15.376344086021508,23.032258064516128,18.110599078341014,0.967741935483871,11,fall,False,False,False,False,False
140,2020-11-18,35.806451612903224,52.25806451612903,0.0,43.54838709677419,0.0,26.129032258064516,0.0,0.0,0.0,89.03225806451613,36.774193548387096,0.0,36.774193548387096,0.0,17.526881720430108,32.516129032258064,22.880184331797235,0.967741935483871,11,fall,False,False,False,False,False
141,2020-11-19,30.967741935483872,51.29032258064516,0.0,26.129032258064516,0.0,27.096774193548388,0.0,0.0,0.0,0.0,0.0,0.0,32.903225806451616,0.0,15.053763440860214,6.580645161290323,12.027649769585253,0.967741935483871,11,fall,False,False,False,False,False
142,2020-11-20,54.193548387096776,63.87096774193549,0.0,37.74193548387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87096774193549,0.0,17.311827956989248,6.774193548387098,13.548387096774194,0.967741935483871,11,fall,True,False,False,False,False
143,2020-11-21,46.45161290322581,60.96774193548387,0.0,31.935483870967744,0.0,35.806451612903224,0.0,0.0,0.0,60.96774193548387,0.0,0.0,47.41935483870968,0.0,19.46236559139785,21.67741935483871,20.253456221198157,0.967741935483871,11,fall,True,False,False,False,False
144,2020-11-22,28.06451612903226,66.7741935483871,0.0,0.0,0.0,28.06451612903226,38.70967741935484,0.0,0.0,74.51612903225806,35.806451612903224,0.0,27.096774193548388,0.0,17.956989247311828,27.483870967741932,21.359447004608295,0.967741935483871,11,fall,False,False,False,False,False
145,2020-11-23,37.74193548387097,44.516129032258064,0.0,36.774193548387096,0.0,30.967741935483872,0.0,20.322580645161292,0.0,71.61290322580645,0.0,28.06451612903226,0.0,0.0,18.924731182795696,19.93548387096774,19.285714285714285,0.967741935483871,11,fall,False,False,False,False,False
146,2020-11-24,36.774193548387096,53.225806451612904,0.0,88.06451612903226,0.0,24.193548387096776,0.0,17.41935483870968,0.0,73.54838709677419,42.58064516129032,0.0,28.06451612903226,0.0,24.408602150537636,28.838709677419352,25.99078341013825,0.967741935483871,11,fall,False,False,False,False,False
147,2020-11-25,30.967741935483872,48.38709677419355,0.0,39.67741935483871,0.0,0.0,0.0,0.0,0.0,54.193548387096776,0.0,0.0,27.096774193548388,0.0,13.225806451612904,16.258064516129032,14.308755760368664,0.967741935483871,11,fall,False,False,False,False,False
148,2020-11-26,49.35483870967742,50.322580645161295,0.0,32.903225806451616,0.0,19.35483870967742,0.0,0.0,0.0,51.29032258064516,0.0,0.0,35.806451612903224,0.0,16.881720430107528,17.419354838709676,17.07373271889401,0.967741935483871,11,fall,False,False,False,False,False
149,2020-11-27,34.83870967741936,42.58064516129032,0.0,71.61290322580645,0.0,24.193548387096776,0.0,0.0,0.0,39.67741935483871,0.0,0.0,0.0,0.0,19.247311827956988,7.935483870967742,15.2073732718894,0.967741935483871,11,fall,True,False,False,False,False
150,2020-11-28,30.0,49.35483870967742,0.0,36.774193548387096,0.0,30.967741935483872,24.193548387096776,28.06451612903226,0.0,41.612903225806456,0.0,0.0,40.645161290322584,0.0,22.1505376344086,16.451612903225808,20.11520737327189,0.967741935483871,11,fall,True,False,False,False,False
151,2020-11-29,30.0,67.74193548387098,0.0,45.483870967741936,0.0,27.096774193548388,0.0,18.387096774193548,0.0,62.903225806451616,28.06451612903226,0.0,32.903225806451616,0.0,20.967741935483872,24.774193548387096,22.327188940092167,0.967741935483871,11,fall,False,False,False,False,False
152,2020-11-30,49.35483870967742,68.70967741935485,0.0,42.58064516129032,0.0,27.096774193548388,16.451612903225808,0.0,0.0,72.58064516129032,33.87096774193549,0.0,32.903225806451616,0.0,22.688172043010752,27.870967741935488,24.539170506912438,0.967741935483871,11,fall,False,False,False,False,False
153,2020-12-01,30.0,41.612903225806456,0.0,36.774193548387096,0.0,27.096774193548388,0.0,0.0,0.0,61.935483870967744,0.0,0.0,44.516129032258064,0.0,15.053763440860216,21.29032258064516,17.28110599078341,0.967741935483871,12,winter,False,False,False,False,False
154,2020-12-02,33.87096774193549,52.25806451612903,0.0,45.483870967741936,0.0,31.935483870967744,0.0,0.0,17.41935483870968,58.064516129032256,32.903225806451616,23.225806451612904,0.0,0.0,20.107526881720432,22.838709677419352,21.082949308755765,0.967741935483871,12,winter,False,False,False,False,False
155,2020-12-03,30.967741935483872,55.16129032258065,0.0,44.516129032258064,0.0,30.967741935483872,0.0,20.322580645161292,16.451612903225808,67.74193548387098,0.0,0.0,0.0,0.0,22.043010752688172,13.548387096774196,19.00921658986175,0.967741935483871,12,winter,False,False,False,False,False
156,2020-12-04,50.322580645161295,49.35483870967742,0.0,34.83870967741936,0.0,26.129032258064516,0.0,0.0,0.0,30.0,0.0,32.903225806451616,0.0,0.0,17.8494623655914,12.580645161290324,15.967741935483872,0.967741935483871,12,winter,True,False,False,False,False
157,2020-12-05,0.0,59.03225806451613,0.0,54.193548387096776,0.0,32.903225806451616,0.0,0.0,0.0,68.70967741935485,0.0,0.0,0.0,0.0,16.236559139784944,13.74193548387097,15.345622119815669,0.967741935483871,12,winter,True,False,False,False,False
158,2020-12-06,45.483870967741936,74.51612903225806,0.0,53.225806451612904,0.0,15.483870967741936,14.516129032258064,0.0,0.0,82.25806451612904,24.193548387096776,0.0,26.129032258064516,0.0,22.58064516129032,26.516129032258068,23.98617511520737,0.967741935483871,12,winter,False,False,False,False,False
159,2020-12-07,0.0,60.0,0.0,27.096774193548388,0.0,15.483870967741936,0.0,0.0,17.41935483870968,67.74193548387098,38.70967741935484,0.0,30.0,0.0,13.333333333333334,27.290322580645164,18.317972350230416,0.967741935483871,12,winter,False,False,False,False,False
160,2020-12-08,27.096774193548388,53.225806451612904,0.0,52.25806451612903,0.0,21.29032258064516,0.0,16.451612903225808,19.35483870967742,60.0,30.0,33.87096774193549,36.774193548387096,0.0,21.0752688172043,32.12903225806452,25.023041474654374,0.967741935483871,12,winter,False,False,False,False,False
161,2020-12-09,37.74193548387097,62.903225806451616,0.0,42.58064516129032,0.0,28.06451612903226,0.0,0.0,0.0,58.064516129032256,26.129032258064516,0.0,0.0,0.0,19.03225806451613,16.838709677419352,18.24884792626728,0.967741935483871,12,winter,False,False,False,False,False
162,2020-12-10,47.41935483870968,38.70967741935484,0.0,47.41935483870968,0.0,0.0,0.0,0.0,0.0,63.87096774193549,25.161290322580648,0.0,0.0,0.0,14.838709677419356,17.806451612903224,15.898617511520738,0.967741935483871,12,winter,False,False,False,False,False
163,2020-12-11,30.0,54.193548387096776,0.0,51.29032258064516,0.0,30.0,21.29032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75268817204301,0.0,13.341013824884792,0.967741935483871,12,winter,True,False,False,False,False
164,2020-12-12,0.0,51.29032258064516,0.0,50.322580645161295,0.0,36.774193548387096,0.0,0.0,0.0,29.032258064516128,0.0,0.0,0.0,0.0,15.376344086021508,5.806451612903226,11.958525345622121,0.967741935483871,12,winter,True,False,False,False,False
165,2020-12-13,45.483870967741936,53.225806451612904,0.0,24.193548387096776,0.0,19.35483870967742,0.0,0.0,0.0,51.29032258064516,0.0,0.0,34.83870967741936,0.0,15.806451612903224,17.225806451612904,16.313364055299537,0.967741935483871,12,winter,False,False,False,False,False
166,2020-12-14,38.70967741935484,59.03225806451613,0.0,31.935483870967744,0.0,0.0,14.516129032258064,18.387096774193548,0.0,74.51612903225806,33.87096774193549,0.0,25.161290322580648,0.0,18.064516129032256,26.70967741935484,21.152073732718893,0.967741935483871,12,winter,False,False,False,False,False
167,2020-12-15,50.322580645161295,57.09677419354839,0.0,44.516129032258064,0.0,31.935483870967744,0.0,0.0,0.0,50.322580645161295,29.032258064516128,24.193548387096776,0.0,0.0,20.43010752688172,20.70967741935484,20.529953917050694,0.967741935483871,12,winter,False,False,False,False,False
168,2020-12-16,45.483870967741936,49.35483870967742,0.0,34.83870967741936,0.0,25.161290322580648,0.0,0.0,0.0,37.74193548387097,26.129032258064516,0.0,0.0,0.0,17.204301075268816,12.774193548387098,15.622119815668203,0.967741935483871,12,winter,False,False,False,False,False
